"statement_id";"time";"person";"organization";"concept";"agreement";"start_position";"stop_position";"text";"coder";"document_id";"document_title";"document_author";"document_source";"document_section";"document_type"
246;2023-04-21 15:41:55;"Erwin Angerer";"FPÖ";"Waldfondgesetzt schützt die Föster vor dem Preisverfall und das ist notwendig";1;255;618;"Es ist einmal grundsätzlich zu begrüßen, dass man den Wald er­halten will und Unterstützungsmaßnahmen fixiert, um den österreichischen Wald zu er­halten und vor allem auch die Waldbauern, die Betroffenen infolge des Preisverfalls zu fördern und zu unterstützen, weil es einfach eine wichtige Maßnahme ist. – Das ist ein­mal das Positive an diesem Waldfondsgesetz.";3;1135;"2020_43NRSITZ_Erwin_Angerer_FPÖ_11825.txt";"";"";"";""
247;2023-04-21 15:41:55;"Erwin Angerer";"FPÖ";"Die Einfuhr von Holz aus dem Ausland sollte verboten werden";1;1578;3045;"Es ist schade, dass man da nicht regulierend eingreift, denn es ist einfach nicht in Ordnung, dass heute ein Festmeter Fichtenholz bei einem Preis von unter 70 Euro liegt. Herr Hoyos-Trauttmansdorff von den NEOS hat schon recht, wenn er sagt, dass der Wert dieses Rohstoffs viel zu gering bemessen ist, dass auf dem Markt ein ganz anderer Wert zu zahlen wäre. Das kann die Politik durch Regelungen, durch Maßnahmen natür­lich beeinflussen, indem man den Holzimport aus dem Ausland in einer Krisensituation stoppt. Es ist nicht einzusehen, dass heute immer noch 10 Millionen Festmeter Holz, Billigholz, aus dem Ausland importiert werden. Was noch dazukommt und was schon verwundert, ist, dass dann auch noch der schwar­ze Riese, das Lagerhaus, Billigholz aus dem Ausland anbietet und verkauft, obwohl wir in der heimischen Holzindustrie und Holzwirtschaft riesige Probleme haben. Deshalb will ich Sie, Frau Minister, einfach noch einmal in Ihrem ehemaligen Ansinnen, dass Sie den Holzimport aus dem Ausland stoppen, unterstützen und bringe einen ent­sprechenden Antrag ein: Entschließungsantrag der Abgeordneten Erwin Angerer, Kolleginnen und Kollegen betreffend „sofortigen Im­portstopp von Billigholz“ Der Nationalrat wolle beschließen: „Die Bundesregierung, insbesondere die Bundesministerin für Landwirtschaft, Regionen und Tourismus, wird aufgefordert, zum Schutz der heimischen Forstwirtschaft einen so­fortigen Importstopp von Billigholz sicherzustellen.“ *****";3;1135;"2020_43NRSITZ_Erwin_Angerer_FPÖ_11825.txt";"";"";"";""
249;2023-04-21 15:41:55;"Georg Strasser";"övp";"Die Waldfondgesetz ist transparent und kontrolliebar";1;528;661;"Ich bin mir sicher, dass die Umsetzung dieses Gesetzes draußen in jedem Betrieb sehr transpa­rent und nachvollziehbar geschehen wird.";3;1136;"2020_43NRSITZ_Georg_Strasser_ÖVP_11819.txt";"";"";"";""
250;2023-04-21 15:41:55;"Georg Strasser";"övp";"Waldfondgesetz ist eine Klientelpolitik";0;1802;2073;"Uns als Bauernbund wird immer wieder vorgeworfen, Klientelpolitik zu machen. Anhand einiger Beispiele möchte ich Ihnen jetzt zeigen, dass wir für die verschiedensten Be­triebsstrukturen in der Land- und Forstwirtschaft heute und diese Woche Maßnahmen auf den Weg bringen.";3;1136;"2020_43NRSITZ_Georg_Strasser_ÖVP_11819.txt";"";"";"";""
251;2023-04-21 15:41:55;"Georg Strasser";"övp";"Steuererleichterungen, bei denen die Produktion über mehr als ein Jahr hinweg berücksichtigt wird, sind wirksam, um die Rentabilität der Forstwirtschaft zu gewährleisten";1;2368;3149;"Ich bin wirklich dankbar dafür, dass die KollegInnen von den Grünen jetzt auch mitgehen und dass wir die Forstwirtschaft in die dreijährige Gewinnglättung mitreinbringen. Was ist der Sinn dieser Sache? – Durch den Klimawandel ist in der Land- und Forstwirtschaft immer wieder eine Ertragsschwankung gegeben, dafür kann der Betrieb nichts. Damit dieser Klimaschaden, der in einem Jahr entsteht, letztendlich im Zuge der Einkommen­steuererklärung über einen dreijährigen Zeitraum gestreckt werden kann, haben wir die­se Maßnahme gesetzt. – Ein großes Dankeschön dafür! Wo greift sie? – Bei den buchführenden Betrieben, bei den Einnahmen-Ausgaben-Rech­nern und bei den teilpauschalierten Betrieben, das heißt, das ist eine Maßnahme eher für die größeren landwirtschaftlichen Betriebe.";3;1136;"2020_43NRSITZ_Georg_Strasser_ÖVP_11819.txt";"";"";"";""
254;2023-04-21 15:41:55;"Johann Höfinger";"övp";"Waldfondgesetz wird langfristig positive Auswirkungen auf die Forstwirtschaft haben";1;696;878;"Wir wären gerne bereit gewesen, Ihnen da Auskunft zu geben, denn es ist wirklich ein Paket, das zum Ersten sofort hilft, zum Zweiten auch mittelfristig die Bestände betreffend hilft,";3;1137;"2020_43NRSITZ_Johann_Höfinger_ÖVP_11824.txt";"";"";"";""
255;2023-04-21 15:41:55;"Johann Höfinger";"övp";"Waldfondgesetz begünstigt Forschung und Entwicklung";1;879;937;"und zum Dritten betreffend Forschung und Entwicklung hilft";3;1137;"2020_43NRSITZ_Johann_Höfinger_ÖVP_11824.txt";"";"";"";""
256;2023-04-21 15:41:55;"Olga Voglauer";"Grüne";"Waldfondgesetz hat positive und langfristige Auswirkungen auf die Forstwirtschaft";1;823;997;"nsofern ist darin die Perspektive auf 30, 50 Jahre, Herr Kollege Hoyos, sehr wohl verankert. Es sind 175 Millionen Euro pro Jahr – heuer und nächstes Jahr – dafür vorgesehen.";3;1139;"2020_43NRSITZ_Olga_Voglauer_GRÜNE_11822.txt";"";"";"";""
258;2023-04-21 15:41:55;"Olga Voglauer";"Grüne";"Das Waldfondgesetz ist ein effizienter Weg, um eine Wiederaufforstung mit biologischer Vielfalt zu gewährleisten";1;1267;1821;"All das wird jetzt mit diesem Waldfonds weiterhin beflügelt. (Abg. Hoyos-Trauttmansdorff: ... wenn man langfristig ...!) Es macht Sinn, da lenkend einzu­greifen: dass man bei der Wiederaufforstung darauf schaut, welche Baumarten man dort setzt, dass nicht einfach nur Entschädigungen ausgezahlt werden, sondern neben die­sen Entschädigungen auch die Investitionsmaßnahmen betrachtet werden, und dass nicht sieben Jahre vergehen müssen, bis wieder aufgeforstet wird. Das (in Richtung Abg. Hoyos-Trauttmansdorff) wissen Sie ganz genau aus Niederösterreich.";3;1139;"2020_43NRSITZ_Olga_Voglauer_GRÜNE_11822.txt";"";"";"";""
259;2023-04-21 15:41:55;"Olga Voglauer";"Grüne";"Waldfondgesetz bringt Vorteile für kleine Förster";1;2936;2989;"Aller­dings wird diese Maßnahme ab 0,1 Hektar wirken.";3;1139;"2020_43NRSITZ_Olga_Voglauer_GRÜNE_11822.txt";"";"";"";""
260;2023-04-21 15:41:55;"Peter Haubner";"övp";"die degressive AfA muss um Software und Lizenzen erweitern, vor allem in den Bereichen Digitalisierung, Ökologisierung und Gesundheit/Lifesciences";1;1383;1628;"OP 1 ein und möchte ihn in den Eckpunkten erläutern: Es geht darum, dass wir die degressive AfA, die ja von allen als gute Maßnahme ak­zeptiert wird, um Software und Lizenzen erweitern, vor allem in den Bereichen Digitali­sierung, Ökologisierung";3;1140;"2020_43NRSITZ_Peter_Haubner_ÖVP_11805.txt";"";"";"";""
261;2023-04-21 15:41:55;"Peter Haubner";"övp";"die Gewinnglättungen auf die Forstwirtschaft muss erweitern werden, in Verteilung der Einkünfte auf drei Jahre";1;1629;1766;"und Gesundheit/Lifesciences, und dass wir Gewinnglättungen auf die Forstwirtschaft erweitern, in Verteilung der Einkünfte auf drei Jahre.";3;1140;"2020_43NRSITZ_Peter_Haubner_ÖVP_11805.txt";"";"";"";""
262;2023-04-21 15:41:55;"Peter Schmiedlechner";"FPÖ";"Waldfondgesetz soll Förster entschädigen, die von Borkenkäfern betroffen sind";1;445;599;"350 Millionen Euro Unterstützung klingen viel. Schauen wir uns das genauer an! 60 Mil­lionen Euro kommen direkt bei den borkenkäfergeschädigten Bauern an.";3;1141;"2020_43NRSITZ_Peter_Schmiedlechner_FPÖ_11821.txt";"";"";"";""
264;2023-04-21 15:41:55;"Peter Schmiedlechner";"FPÖ";"Das Waldfondgesetz fördert Innovation und Entwicklung";1;600;725;"Der Rest des Geldes wird hauptsächlich in Maßnahmen, die die Sägeindustrie unterstützen, und in Forschungsmaßnahmen gesteckt.";3;1141;"2020_43NRSITZ_Peter_Schmiedlechner_FPÖ_11821.txt";"";"";"";""
265;2023-04-21 15:41:55;"Peter Schmiedlechner";"FPÖ";"Die durch das Waldfondgesetz geschaffenen Lagerhäuser kommen den österreichischen Förstern zugute";0;726;925;"Bei der Errichtung von Nass- und Trockenlagern ist zu befürchten, dass gerade die Sägeindustrie, die ausländisches Holz importiert, ge­sponsert wird, um das ausländische Holz noch billiger zu lagern.";3;1141;"2020_43NRSITZ_Peter_Schmiedlechner_FPÖ_11821.txt";"";"";"";""
266;2023-04-21 15:41:55;"Peter Schmiedlechner";"FPÖ";"Zur Bewältigung der Auswirkungen der Klimakrise sind Forschungsmaßnahmen erforderlich";1;926;1641;"Zu den Forschungsmaßnahmen: Jetzt, wenn der Wald zerstört ist, kommt die ÖVP drauf, dass wir Geld für die Forschung in die Hand nehmen müssen – spät, aber doch. Schon seit Jahren weisen wir auf die verheerende Situation im Forstbereich hin. Der Borkenkäfer treibt die Waldbesitzer in den Ruin. Damit es auch zukünftig noch einen Wald gibt, braucht es ein Hilfspaket, das seines Namens wert ist. Zusätzlich zur allgemein schwierigen wirtschaftlichen Situation setzt unseren Forstwirten auch die warme und extrem trockene Witterung zu. Diese begünstigt die Borkenkäfer­plage sowie weitere Schädlinge und Baumkrankheiten. Das große Problem, das sich aber jahrelang abgezeichnet hat, wurde ignoriert und totgeschwiegen.";3;1141;"2020_43NRSITZ_Peter_Schmiedlechner_FPÖ_11821.txt";"";"";"";""
267;2023-04-21 15:41:55;"Peter Schmiedlechner";"FPÖ";"Zu den langfristig wirksamen Maßnahmen gehören die Aktualisierung des Standardwerts für Holzverkäufe und ein Preisausgleich ";1;1642;2216;"Auch die Situation mit den Importen ist für mich unverständlich. Anstatt zu handeln wird zugeschaut, wie tagtäglich unzählige Lkw-Ladungen Holz aus dem Ausland importiert werden. Die Sägeindustrie sollte, anstatt auf ausländisches Holz zu setzen, endlich un­sere Bauern unterstützen. Wir brauchen volle Entschädigung der Bauern und Bäuerin­nen für die Wertminderung, eine Einheitswertfortschreibung auch für die Kleinstwaldbe­sitzer und eine Absenkung der generellen Einheitswerte im Forstbereich. Das wären Maßnahmen, die uns Bauern wirklich nachhaltig unterstützen würden.";3;1141;"2020_43NRSITZ_Peter_Schmiedlechner_FPÖ_11821.txt";"";"";"";""
268;2023-04-21 15:41:55;"Peter Schmiedlechner";"FPÖ";"Lagerhäuser dürfen nur österreichisches Holz lagern";1;2666;2892;"wenn wir schon die Sägeindustrie mit der Errichtung von Nass- und Trockenlagern stützen – ausschließlich österreichisches Holz gelagert wird und dass drittens dies der erste Schritt zur Bekämpfung dieser Umweltkatastrophe ist.";3;1141;"2020_43NRSITZ_Peter_Schmiedlechner_FPÖ_11821.txt";"";"";"";""
269;2023-04-21 15:41:55;"Cornelia Ecker";"spö";"Glyphosat muss verboten werden";1;2981;3534;"en Aus­schussbericht des Ausschusses für Land- und Forstwirtschaft über die Regierungsvor­lage (236 der Beilagen): Bundesgesetz, mit dem das Pflanzenschutzmittelgesetz 2011 geändert wird, 257 d.B.“ Der Nationalrat wolle in zweiter Lesung beschließen: Der eingangs bezeichnete Gesetzesantrag wird wie folgt geändert: Nach Ziffer 27 werden folgende Ziffern 28 und 29 angefügt: „28. § 17 Abs. 5 entfällt. 29. § 18 Abs. 10 lautet: „(10) Das Inverkehrbringen von Pflanzenschutzmitteln mit dem Wirkstoff Glyphosat ist im Sinne des Vorsorgeprinzips verboten.““";3;1142;"2020_47NRSITZ_Cornelia_Ecker_SPÖ_11484.txt";"";"";"";""
270;2023-04-21 15:41:55;"Gerald Hausser";"FPÖ";"EU-Anreize begünstigen Großbauern zum Nachteil von Kleinbauern";1;2006;2554;"Wenn man bedenkt, dass zwischen 2017 und 2019 620 Milliarden Euro in die Unterstützung der Landwirtschaft geflossen sind, stellt man sich die Frage: Wieso hören immer mehr Bauern auf? Ich kann Ihnen die Frage beantworten. Da sind wir als Freiheitliche Partei auch in der Vergangenheit nicht müde gewesen, das Fördersystem der Europäischen Union zu kriti­sieren, weil dieses Fördersystem diese Ungerechtigkeiten massiv ausgeweitet hat, mit der Konsequenz – noch einmal –, dass Großbetriebe immer größer werden und die Kleinbetriebe aufhören müssen. ";3;1144;"2020_47NRSITZ_Gerald_Hauser_FPÖ_11511.txt";"";"";"";""
272;2023-04-21 15:41:55;"Gerald Hausser";"FPÖ";"Es muss eine Obergrenze für die Agrarsubventionen der Europäischen Union geben";1;3748;3979;"Die zuständigen Mitglieder der Bundesregierung, insbesondere die Bundesministerin für Landwirtschaft, Regionen und Tourismus, werden aufgefordert, sich auf EU-Ebene dafür einzusetzen, dass 1. eine Förderungsobergrenze von € 70.000,";3;1144;"2020_47NRSITZ_Gerald_Hauser_FPÖ_11511.txt";"";"";"";""
273;2023-04-21 15:41:55;"Gerald Hausser";"FPÖ";"Agrarsubventionen müssen zwischen Kleinbauern und Großunternehmen differenzieren";1;4102;4368;" es zu einer klaren Trennung zwischen den Unterstützungen für die aktiven Bauern und den Förderungen für Industrie-, Handelsfirmen sowie Körperschaften kommt und Agrarförderungen aus dem Agrarbudget der EU und Österreichs lediglich an aktive Bauern ausbezahlt werden";3;1144;"2020_47NRSITZ_Gerald_Hauser_FPÖ_11511.txt";"";"";"";""
274;2023-04-21 15:41:55;"Karin Doppelbauer";"NEOS";"Das Waldfondgesetz ist eine strategische Politik für die Forstwirtschaft";0;1043;1409;"Es passiert etwas, und dann gibt es eine politische Reaktion: Schädlingskrise – politische Reaktion, Ex­tremwetterereignisse – Reaktion, Wirtschaftskrise – Reaktion. Der Waldfonds ist ein per­fektes Beispiel: Was am Dienstag hier beschlossen wurde, ist eine Reaktion auf die Krise, es hat nichts mit einer strategischen Ausrichtung der Landwirtschaftspolitik zu tun.";3;1145;"2020_47NRSITZ_Karin_Doppelbauer_NEOS_11506.txt";"";"";"";""
275;2023-04-21 15:41:55;"Peter Schmiedlechner";"FPÖ";"Glyphosat muss verboten werden";0;865;1436;"In fast allen Ländern der EU ist der Einsatz von Glyphosat umstritten, und 2021 muss die Zulassung dieses Wirkstoffes von der EU verlängert werden. Da mehrere Länder, unter anderen auch Deutschland, einen Ausstieg bereits angekündigt haben, stellt sich für mich die Frage: Warum noch daran festhalten? Das Auslaufen ist wahrscheinlich. Um die heimische Landwirtschaft vor Billigimporten von Produkten, welche mit Einsatz von Glyphosat hergestellt wurden, zu schützen, schlagen wir eine konsumentenfreundli­che und rasch umsetzbare Lösung vor: eine Glyphosatkennzeichnung.";3;1146;"2020_47NRSITZ_Peter_Schmiedlechner_FPÖ_11491.txt";"";"";"";""
276;2023-04-21 15:41:55;"Peter Schmiedlechner";"FPÖ";"Gute die Glyphosat enthält mussen rotulieren werden";1;1437;1567;"Eine solche Kennzeichnung ermöglicht es unseren heimischen Konsumenten, wenn sie es wollen, glyphosatfreie Lebensmittel zu kaufen.";3;1146;"2020_47NRSITZ_Peter_Schmiedlechner_FPÖ_11491.txt";"";"";"";""
277;2023-04-21 15:41:55;"Martin Litschauer";"Grüne";"Biomasse (Holzspäne) kann eine nachhaltige Energiealternative sein";1;1057;1713;"Neben der Solarnutzung spielt da auch die Biomasse eine sehr große Rolle. Vor Kurzem hat mir ein Unternehmer im Waldviertel erzählt, dass die Hackschnitzel mittlerweile einen so geringen Wert haben, dass sich nicht einmal mehr das Umladen der Hackschnitzel rech­net. Da frage ich mich dann schon: Warum wird noch immer so viel Öl zum Heizen im­portiert und werden gleichzeitig unsere Wälder vom Borkenkäfer niedergestreckt? Das Umweltförderungsgesetz kann jetzt einen Turbo für die Energiewende auslösen. Genau dieser Turbo ist jetzt notwendig, damit wir bis zu 90 000 fossile Heizungsanlagen austauschen und damit sozusagen auch energieeffizienter machen.";3;1148;"2020_51NRSITZ_Martin_Litschauer_GRÜNE_11270.txt";"";"";"";""
278;2023-04-21 15:41:55;"Gernot Blümel";"övp";"Investitionen in Innovationen für klimafreundliche Industrien sollten erhöht werden";1;22335;22756;"Das Budget für Wissenschaft und Forschung steigt in den nächsten vier Jahren um 10 Prozent. Damit bekommen Universitäten um rund 1,2 Milliarden Euro mehr auf den Finanzrahmen. Bei der angewandten Forschung werden, was die standortrelevante For­schung betrifft, Zusatzmittel für Innovationsprogramme frei, und damit können signifikan­te Investitionen in Spitzentechnologien und klimafreundliche Industrien getätigt werden.";3;1151;"2020_55NRSITZ_Gernot_Blümel_10954.txtd";"";"";"";""
279;2023-04-21 15:41:55;"Gernot Blümel";"övp";"Investitionen in die Umstellung auf erneuerbare Energiequellen sollten erhöht werden";1;22757;23239;"Zu UG 43, Klima- und Umweltschutz: Klimaschutz ist natürlich einer der Schwerpunkte dieser Regierung, und das zeigt sich auch klar im Budget. Über 1 Milliarde Euro – rund 1,1 Milliarden Euro – stellen wir 2021 bis 2024 zusätzlich zum geltenden Finanzrahmen für Umwelt- und Klimamaßnahmen zur Verfügung. (Beifall bei ÖVP und Grünen.) Damit wird die thermische Sanierungsoffensive weitergeführt und der Ausbau von erneuerba­rer Energie weiter finanziert. (Beifall bei ÖVP und Grünen.)";3;1151;"2020_55NRSITZ_Gernot_Blümel_10954.txtd";"";"";"";""
280;2023-04-21 15:41:55;"Gernot Blümel";"övp";"Für die Bewältigung der Forstkrise soll ein zusätzlicher Fonds eingerichtet werden";1;23757;24268;"Zum Bereich Land- und Forstwirtschaft sowie Breitband, UG 42: Der ländliche Raum soll gestärkt werden, und deswegen werden über den gesamten Finanzierungsrahmen hinweg mehr Mittel als bisher zur Verfügung gestellt. Darüber hinaus werden wir für den Breitbandausbau zusätzlich 41,5 Millionen Euro pro Jahr zur Verfügung stellen. Zur Bewältigung der Krise im Forstsektor wird ein bis 2024 mit 262 Millionen Euro dotierter Waldfonds eingerichtet, meine sehr geehrten Damen und Herren. (Beifall bei ÖVP und Grünen.)";3;1151;"2020_55NRSITZ_Gernot_Blümel_10954.txtd";"";"";"";""
281;2023-04-21 15:41:55;"Gernot Blümel";"Bundesminister für Finanzen";"Breitbandausbau muss auf dem Land weiterimplemetiert werden";1;23972;24084;"Darüber hinaus werden wir für den Breitbandausbau zusätzlich 41,5 Millionen Euro pro Jahr zur Verfügung stellen.";3;1151;"2020_55NRSITZ_Gernot_Blümel_10954.txtd";"";"";"";""
283;2023-04-21 15:41:55;"Peter Schmiedlechner";"FPÖ";"Die Europäische Union muss die Entscheidungen über öffentliche Maßnahmen zum Schutz des Klimas zentralisieren";0;986;1526;"Dieses Volksbegehren verlangt unter dem Deckmantel des Klimaschutzes eine Konzentration aller Entscheidungen in einer Hand. Der Klimarechnungshof klingt für mich weniger nach Transparenz, vielmehr nach neu erfundenen Parallelbehörden. Am Weg zur Klimadiktatur: Die Einführung eines Klimadienstes, der entscheiden darf, ob ein Gesetz beschlossen werden darf, bedeutet das Ende des Parlamentarismus. Ein Recht auf Klimaschutz bedeutet in Wahrheit die Unterordnung des Gemeinwesens unter Klimaziele. Somit wäre alles diesem Ziel unterzuordnen.";3;1152;"2020_58NRSITZ_Peter_Schmiedlechner_FPÖ_10818.txt";"";"";"";""
284;2023-04-21 15:41:55;"Peter Schmiedlechner";"FPÖ";"die Förderung der lokalen Wirtschaft ist ein effizienter Weg, das Klima zu schützen";1;1527;1963;"Wir sehen dieses Ziel sehr kri­tisch. Klimaschutz ist auch uns wichtig, unsere Demokratie aber darf nicht eingeschränkt werden. Klimaschutz schon einen großen Beitrag zum Klimaschutz leisten. Mit Förderung von Regionalität könnten wir das Klima nachhaltig mit Hausverstand ist angesagt. Eine nachhaltige und schonende Wirtschaftsweise sollte wieder mehr Bedeutung erhalten. Regional statt global würde am meisten und am besten schützen.";3;1152;"2020_58NRSITZ_Peter_Schmiedlechner_FPÖ_10818.txt";"";"";"";""
285;2023-04-21 15:41:55;"Alois Kainz";"FPÖ";"Das Gesamtbudget für die Untergliederung Landwirtschaft, Regionen und Tourismus ist vernünfigt für Landwirschaft";1;453;1180;"Das Gesamtbudget für die Untergliederung Landwirtschaft, Regionen und Tourismus für das Jahr 2021 beträgt 3,27 Milliarden Euro. Im Vergleich zum Vorjahr gibt es also zwar eine Budgeterhöhung, diese ist aber hauptsächlich auf die Budgetierung des Waldfonds, die Höherdotierung des Breitbandausbaus und auf die Mittel zur Ausfinanzierung der Ländlichen Entwicklung der Programmperiode 2014 bis 2020 sowie auf die Mittel für die Direktzahlungen zurückzuführen. Meine Damen und Herren, die sogenannte Bauernpartei ÖVP und die Grünen haben es bis dato leider nicht geschafft, einen umfassenden Rettungsschirm für die Landwirtschaft zu beschließen, obwohl gerade diese massive Ertragseinbußen durch die Coronakrise hinnehmen musste. ";3;1153;"2020_62NRSITZ_Alois_Kainz_FPÖ_10614.txtd";"";"";"";""
286;2023-04-21 15:41:55;"Alois Kainz";"FPÖ";"Das Waldfonds ist vernünftig um die Wirkungen der Klimakrise zu konfrontieren";0;1180;1328;"Auch die Schäden durch den Borkenkäfer und andere Ereignisse können wohl kaum durch den mit 157,9 Millionen Euro dotierten Waldfonds gedeckt werden.";3;1153;"2020_62NRSITZ_Alois_Kainz_FPÖ_10614.txtd";"";"";"";""
287;2023-04-21 15:41:55;"Alois Kainz";"FPÖ";"Die Regierung muss sicherstellen, dass bei der Verteilung der Mittel aus Das Gesamtbudget für die Untergliederung Landwirtschaft, Regionen und Tourismus die land- und forstwirtschaftlichen B";1;1942;2710;"De facto haben Sie daher einen sehr hohen Gestaltungsspielraum bei der Mittelverwendung und bei Umschichtungen der einzelnen Schwerpunkte im Rahmen der Detailbudgets. Dadurch, dass solche Reklassifizierungen innerhalb der Detail­bud­gets, welche teils sachlich gar nicht zusammenpassen, derzeit allein Ihnen und Ihrem Ressort unterliegen, übernehmen Sie eine enorme Verantwortung. Für viele Land- und Forstwirtschaftsbetriebe in Österreich bedeutet das, dass ein wirt­schaftliches Überleben gerade in Anbetracht der Coronapandemie von Ihren Entschei­dungen zu Umschichtungen der Detailbudgets abhängig ist. In diesem Sinn möchte ich noch einmal an Sie appellieren: Wir benötigen dringend Entlastung und eine Unterstüt­zung unserer österreichischen Landwirte. – Danke. ";3;1153;"2020_62NRSITZ_Alois_Kainz_FPÖ_10614.txtd";"";"";"";""
288;2023-04-21 15:41:55;"Cornelia Ecker";"spö";"Haushalt für Landwirtschaft, Regionen und Tourismus sollte Maßnahmen zum Breitbandausbau in ländlichen Gebieten enthalten";0;580;1991;"Der Klimawandel beeinträchtigt die Ernteerträge, Billigpro­dukte aus dem Ausland drücken die Preise von österreichischen Qualitätsprodukten, und Schädlinge, wie beispielsweise der Borkenkäfer, vernichten ganze Wälder. Die Landwirtinnen und Landwirte sorgen in der Krise für die Versorgungssicherheit bei Lebensmitteln, und ich hätte mir gewünscht, dass die Landwirtschaftsministerin mit die­sem Budgetentwurf darlegt, wie sie den Bäuerinnen und Bauern die Sicherheit geben möchte, auch weiterhin von ihrem Beruf und ihren Erzeugnissen gut leben zu können. Dies ist leider nicht abgebildet, Frau Ministerin. (Beifall bei Abgeordneten von SPÖ und FPÖ.) Zwar steigt der Geldbetrag für dieses Budgetkapitel um satte 22,3 Prozent, es kann somit mit über 595 Millionen Euro mehr als im Vorjahr verbuchen, doch nach genauerer Betrachtung gibt diese Steigerung keinen Anlass zu besonderer Freude. (Heiterkeit der Bundesministerin Köstinger.) Zuallererst: Ich finde es mehr als befremdlich, wenn ich diversen Presseaussendungen entnehmen muss, dass nun auch die Gelder für den Breitbandausbau in das Agrarbudget eingerechnet werden. Die dafür veranschlagte Summe beträgt 261,5 Millionen Euro. Somit ist ein beträchtlicher Teil des Agrarbudgets für Maßnahmen gedacht, welche so gut wie gar nichts mit diesem Sektor zu tun haben. Wie kommen Sie auf diese Idee, Frau Ministerin? (Heiterkeit der Bundesministerin Köstinger.)";3;1154;"2020_62NRSITZ_Cornelia_Ecker_SPÖ_10596.txtd";"";"";"";""
289;2023-04-21 15:41:55;"Cornelia Ecker";"spö";"Der Waldfonds ist transparent und kontrollierbar";0;2335;2815;"Waldfonds: Ich möchte betonen, dass ich in meiner Funktion als SPÖ-Agrarsprecherin grundsätzlich für Fördermaßnahmen für Waldbesitzerinnen und Waldbesitzer bin, wenn deren Flächen von Schädlingen betrof­fen sind – gerade der Borkenkäfer hat im Bereich unserer Wälder riesige Schäden an­gerichtet –, doch die Ausgestaltung dieses Fonds kritisieren wir als SPÖ scharf. Es gibt bis heute keine veröffentlichten Richtlinien dafür, wer für welche Leistungen wie viel Förderung bekommt.";3;1154;"2020_62NRSITZ_Cornelia_Ecker_SPÖ_10596.txtd";"";"";"";""
290;2023-04-21 15:41:55;"Cornelia Ecker";"spö";"Der Waldfonds sollte ein degressives Finanzierungsmodell haben, damit die großen Unternehmen nicht alle Mittel erhalten.";1;2816;3133;"Wir haben massive Bedenken, dass Großgrundbesitzer die meis­ten Unterstützungsleistungen ausschöpfen werden, daher fordern wir in diesem Bereich ein degressives Fördermodell (Beifall bei der SPÖ), wodurch kleinere Forsteigentümer in Relation mehr Ausgleich und mehr Geld als die Waldgroßgrundbesitzer erhalten werden.";3;1154;"2020_62NRSITZ_Cornelia_Ecker_SPÖ_10596.txtd";"";"";"";""
291;2023-04-21 15:41:55;"Cornelia Ecker";"spö";"Voraussetzung für den Zugang zum Waldfonds ist die Gewährleistung guter Bedingungen für die Waldarbeiter";1;3134;3358;"Es braucht auch eine klare Verpflichtung zur kollektivvertraglichen Entlohnung für Wald­arbeiter (Abg. Wöginger: Eh, die Landarbeiterkammer!), und es braucht auch ordnungs­gemäße Unterkünfte für diese. (Beifall bei der SPÖ.)";3;1154;"2020_62NRSITZ_Cornelia_Ecker_SPÖ_10596.txtd";"";"";"";""
292;2023-04-21 15:41:55;"Cornelia Ecker";"spö";"Der Zugang zu den Waldfonds muss mit der Garantie verbunden sein, dass in den Wäldern keine Pestizide eingesetzt werden.";1;3359;3484;"Zum Abschluss: Für die Förderwerber muss es auch eine Verpflichtung geben, auf chemisch-synthetische Pestizide zu verzichten.";3;1154;"2020_62NRSITZ_Cornelia_Ecker_SPÖ_10596.txtd";"";"";"";""
293;2023-04-21 15:41:55;"Cornelia Ecker";"spö";"Der Waldfonds ist eine Klientelpolitik";1;3485;3816;"Momentan ist der Waldfonds nur ein persönlicher Geldtopf unserer Frau Bundesministerin, welche diesen nach Gutdünken ohne parlamentarische Kontrolle – das muss man sich einmal vorstellen: ohne jegliche parlamentarische Kontrolle! – ausschöpfen kann. Das ist Spielgeld, Frau Ministerin, und das lehnen wir ab. (Beifall bei der SPÖ.)";3;1154;"2020_62NRSITZ_Cornelia_Ecker_SPÖ_10596.txtd";"";"";"";""
294;2023-04-21 15:41:55;"Cornelia Ecker";"spö";"die Fortführung der Sozialfonds ist für die Sicherung der Arbeitskräfte auf dem Lande unerlässlich";1;3817;4415;"Hinzu kommt, dass die Landwirtschaftsministerin offensichtlich beabsichtigt, im Förder­programm für den ländlichen Raum die Maßnahme Soziale Dienstleistungen mit keinen Geldmitteln mehr auszustatten. Es ist aus Sicht der SPÖ unverständlich, wie man in Zeiten einer Covid-Pandemie Geldmittel, welche in die Pflege, in die Gesundheit und in die Kinderbetreuung fließen, nicht weiterführen möchte. Diese Förderschiene ist aus unserer Sicht essenziell, um gerade junge Menschen, Familien und Alleinerziehende im ländlichen Raum zu halten und einer Abwanderung in die Ballungszentren entgegenzu­treten. ";3;1154;"2020_62NRSITZ_Cornelia_Ecker_SPÖ_10596.txtd";"";"";"";""
